Country Name,Country Code,Series Name,Series Code,1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Brazil,BRA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.52017929525554,8.67090444976424,8.82019889745806,8.96380514280963,9.09642883339514,9.21253459245079,9.30825465165575,9.37713075296642,9.41657681659357,9.44336216688763,9.48105719501119,9.54063974905328,9.60441565846355,9.69152498657539,9.77819534752397,9.83222733363084,9.83774672350309,9.79889740342039,9.72784911672145,9.63318900113338,9.52895746523303,9.42579505769704,9.33289618248413,9.23284394376205,9.14175880237416,9.07980432949025,9.05633086238441,9.06091343081676,9.09674456599498,9.15436198358936,9.21980932414987,9.28320263837279,9.339168356629,9.4011772834828,9.45002282732385,9.46029074796553,9.4191042186247,9.34139019767567,9.2127886340803,9.0515334574675,8.88517189951991,8.73057458789976,8.58631897252714,8.44636373647647,8.31725733595976,8.2062272528738,8.11630647441192,8.04783764333853,8.00643317687661,..
Brazil,BRA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.61975285747238,8.77711560830499,8.928085921006,9.07534623548324,9.21289340103312,9.33424001547582,9.43475654247764,9.50259318200778,9.5415138596506,9.56761643917491,9.60394195285243,9.66140265181203,9.71807834866214,9.7987325859253,9.87962702490814,9.92883528162767,9.93113428292517,9.88493916625311,9.80894838318427,9.71330324349794,9.61362977375232,9.52131418739859,9.43764369096911,9.35192510195595,9.28036258838971,9.24285984271152,9.24839616087243,9.27567071399543,9.33632509375618,9.41995999455268,9.51177020483494,9.6019462028672,9.67960212701987,9.76240315226766,9.83055807567159,9.85824388231688,9.83318622171253,9.76920209148155,9.65182402651435,9.50001416148045,9.34238366005996,9.19688722546246,9.05826441968846,8.92245109943191,8.79665624882843,8.68933514930619,8.60492184384756,8.54043623337459,8.50415695817888,..
Brazil,BRA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.99732392868194,6.99256580948056,7.04932967767166,7.15886643503295,7.30365996398169,7.45750357314451,7.60311867374781,7.74000814958408,7.87136713727229,7.99307179395093,8.10029296599379,8.19054399947941,8.25120708845418,8.29370475642846,8.32954507504945,8.37746604356006,8.44741733657423,8.53166603311576,8.64044770371304,8.75126621593545,8.83194471106659,8.86532567121056,8.86834750794135,8.82888536359158,8.76100912686267,8.68434881853908,8.61073560846459,8.53212974862519,8.45175402363995,8.38215428168284,8.33988352095733,8.33389096070374,8.35474056059472,8.41160172504405,8.4920502257626,8.57857643970774,8.65945151751751,8.74611420774125,8.82876294058604,8.893685445995,8.92192113978983,8.90237262334494,8.83975814544503,8.72878128441839,8.58666995144461,8.43938254062556,8.30336511725346,8.17463533042974,8.0555259125667,..
Brazil,BRA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.05658351780539,7.05324010299707,7.10822192228317,7.21801738609057,7.3647076379061,7.52170422796982,7.67133658791173,7.80898571641525,7.94225045703862,8.06617482666043,8.17520034375544,8.26654652768617,8.32454048630061,8.36430910388914,8.39702443296808,8.44124610975664,8.50714419641657,8.58356759728564,8.684149104995,8.78685061814094,8.86029806473072,8.88834309780613,8.88471875786706,8.83987154888826,8.76927807735665,8.6943303361722,8.62803908036352,8.55884823170964,8.49159997930259,8.43834205680709,8.41518319075561,8.4309244443994,8.47668692082108,8.55970981478022,8.66635326434886,8.77806811775139,8.88283401910003,8.99542136580967,9.1019715153564,9.18827865933023,9.23527291870423,9.23217694366012,9.18501933072446,9.08636498764178,8.95399511790465,8.81487662675178,8.68636633360257,8.56528853239984,8.45307729085376,..
Brazil,BRA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.33942342076393,6.34982570961236,6.31992767513444,6.24402067118078,6.15575156196287,6.10340233705711,6.11184456817632,6.16655473615248,6.266912125218,6.3980533016977,6.53722996948839,6.67018647486831,6.7905061630698,6.91260206130308,7.03026303863607,7.13748697793532,7.23222351462483,7.30991005948418,7.37480162277218,7.43575265940328,7.50670839365307,7.59449653297091,7.70396689734477,7.8249305743882,7.94228837460187,8.03285253255097,8.08293357794928,8.09186574552944,8.06692326774344,8.01867482935161,7.9630169349751,7.9110242587136,7.85489131070494,7.8035443050858,7.76461200114228,7.74919074122431,7.7637818721532,7.8142392053009,7.88971300387315,7.98256644621306,8.08099235996515,8.17528136040132,8.26701371407652,8.35537951407622,8.42752915224211,8.4653130995237,8.45853561598566,8.4076149503775,8.31653172482866,..
Brazil,BRA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.38299581465058,6.39260437328026,6.35739129498815,6.27684859594412,6.18502359507088,6.13059132789899,6.13830980441852,6.19027851918982,6.28915379722411,6.41952741048514,6.55839845226456,6.69146367360323,6.81007651512242,6.93110911077364,7.04775626714796,7.15352978506602,7.24626844809261,7.31979341704881,7.38006921269169,7.43583054507069,7.50081070158243,7.5818275278096,7.6831056626032,7.794732825474,7.90215816149779,7.98322836878629,8.0252752022157,8.02723916608506,7.99733105739052,7.94698462366456,7.89299064577352,7.8467590470322,7.80150681179169,7.76514873082743,7.74471225713624,7.75029765946362,7.7873960436393,7.8635477509245,7.96581697526165,8.08583211271605,8.21088906059922,8.33044402010995,8.44708914944128,8.55820161612866,8.65080243044114,8.70683348881551,8.71621121220985,8.67950918933104,8.60146091465291,..
China,CHN,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.65789729442873,8.00482303644468,8.41132583916493,8.92137557461788,9.42450654876522,9.77072652697419,9.8858687204919,9.81325048976617,9.52085984402813,9.13535965181002,8.84302900150579,8.74967061568477,8.8339751743709,9.06220970484042,9.39344430577381,9.75437343525783,10.0917673865383,10.390013166406,10.6772883146329,10.9148685352054,11.0607412372396,11.0955585784978,10.9861267530048,10.8169915974337,10.5733355344175,10.242556955126,9.8328334725092,9.42348615764772,8.91341981529144,8.38412872677727,7.94171584726987,7.64274388025563,7.44651748927454,7.36848080920153,7.41078223638665,7.56917811064776,7.83157248572935,8.19390797170256,8.68204664304836,9.17500256442355,9.49704169132333,9.5457810215649,9.35197740411544,8.89054106323623,8.2601761946704,7.62195172928717,7.07874537633585,6.61369583211626,6.22685933471126,..
China,CHN,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.75596239700624,8.05462963891023,8.43269098212222,8.92966390624169,9.43027503319567,9.77884023559482,9.8977665687861,9.82446652462252,9.53638649733101,9.15729830989655,8.87058074763039,8.78093925808282,8.8724743810528,9.1065507554285,9.43901653936089,9.79220930911899,10.1109213488912,10.3796894568066,10.6256665490795,10.8207677576544,10.937541566462,10.9642299724026,10.867549559602,10.7299302948534,10.5278190306123,10.2346802300071,9.84997076660811,9.4536686494724,8.94806100766992,8.41638572252134,7.96902977404369,7.6658243543358,7.46540309128759,7.3815974358359,7.41852704373744,7.57448929611845,7.83890070160154,8.20621980745451,8.70312352848052,9.21068131983794,9.55591584197794,9.63775178755465,9.48631277244745,9.07887922686387,8.50662850921859,7.91894266053628,7.41149955359353,6.96872663179574,6.58906065654869,..
China,CHN,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.0764186905166,6.07969250989297,6.1436224161619,6.27283543893779,6.47009859552773,6.7454969434955,7.09708673748414,7.53482718917814,8.05989397876367,8.5787942082691,8.95237743432769,9.1044408380463,9.07086025440743,8.81186396654855,8.45169931675736,8.17135936478496,8.07211702137503,8.10238225761873,8.2734453944767,8.5445325049143,8.85515404916569,9.1678136709102,9.4561825629799,9.79300068218047,10.1189053873019,10.3506033083254,10.4417959596082,10.4808599507105,10.3642950930305,10.1261506095382,9.81571804411293,9.46044380586641,9.02974823538712,8.55052395896575,8.07340739482693,7.66789498036363,7.38125967651226,7.20326230389897,7.13192479723399,7.16952598558232,7.31799483470697,7.56781335037403,7.92719298599151,8.40303728067756,8.88221381346249,9.19809664991829,9.25304996057768,9.06956642080944,8.63213386460211,..
China,CHN,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.51356062073531,6.45841101559331,6.45516753632829,6.50533481428876,6.62176563180228,6.82936192951243,7.13429583342034,7.53916048187109,8.05272242696719,8.57492415653989,8.95558881655939,9.11195356926274,9.08626738629779,8.8321401924312,8.47470036581477,8.19713457267697,8.10117721854092,8.13409808582553,8.30838859442056,8.57953530400711,8.88128636271585,9.17360031066682,9.43281353972359,9.72800916497895,10.0094690131337,10.2095994405554,10.2914170623502,10.3381720951857,10.2533977810576,10.0597183403242,9.7889847927973,9.45886594848525,9.0417380177403,8.56314405120226,8.07838050773348,7.6640969329533,7.37138663769427,7.1871119744379,7.11050530049092,7.14466921748266,7.29240487872682,7.54516203689518,7.91159026435969,8.39710938219218,8.89073698922122,9.22956338706129,9.31799349876865,9.17889726248624,8.79741061644454,..
